sub,session,CloseEye_central_alpha_mean_db,CloseEye_central_alpha_mean_linear,CloseEye_central_alpha_n_epochs_used,CloseEye_central_alpha_sd_linear,CloseEye_frontal_beta_mean_db,CloseEye_frontal_beta_mean_linear,CloseEye_frontal_beta_n_epochs_used,CloseEye_frontal_beta_sd_linear,CloseEye_frontal_theta_mean_db,CloseEye_frontal_theta_mean_linear,CloseEye_frontal_theta_n_epochs_used,CloseEye_frontal_theta_sd_linear,CloseEye_frontocentral_theta_mean_db,CloseEye_frontocentral_theta_mean_linear,CloseEye_frontocentral_theta_n_epochs_used,CloseEye_frontocentral_theta_sd_linear,CloseEye_global_theta_alpha_ratio_cv_linear,CloseEye_global_theta_alpha_ratio_mean_linear,CloseEye_global_theta_alpha_ratio_n_epochs_used,CloseEye_global_theta_alpha_ratio_sd_linear,CloseEye_global_theta_mean_db,CloseEye_global_theta_mean_linear,CloseEye_global_theta_n_epochs_used,CloseEye_global_theta_sd_linear,CloseEye_n_epochs_total,CloseEye_posterior_alpha_mean_db,CloseEye_posterior_alpha_mean_linear,CloseEye_posterior_alpha_n_epochs_used,CloseEye_posterior_alpha_sd_linear,OpenEye_central_alpha_mean_db,OpenEye_central_alpha_mean_linear,OpenEye_central_alpha_n_epochs_used,OpenEye_central_alpha_sd_linear,OpenEye_frontal_beta_mean_db,OpenEye_frontal_beta_mean_linear,OpenEye_frontal_beta_n_epochs_used,OpenEye_frontal_beta_sd_linear,OpenEye_frontal_theta_mean_db,OpenEye_frontal_theta_mean_linear,OpenEye_frontal_theta_n_epochs_used,OpenEye_frontal_theta_sd_linear,OpenEye_frontocentral_theta_mean_db,OpenEye_frontocentral_theta_mean_linear,OpenEye_frontocentral_theta_n_epochs_used,OpenEye_frontocentral_theta_sd_linear,OpenEye_global_theta_alpha_ratio_cv_linear,OpenEye_global_theta_alpha_ratio_mean_linear,OpenEye_global_theta_alpha_ratio_n_epochs_used,OpenEye_global_theta_alpha_ratio_sd_linear,OpenEye_global_theta_mean_db,OpenEye_global_theta_mean_linear,OpenEye_global_theta_n_epochs_used,OpenEye_global_theta_sd_linear,OpenEye_n_epochs_total,OpenEye_posterior_alpha_mean_db,OpenEye_posterior_alpha_mean_linear,OpenEye_posterior_alpha_n_epochs_used,OpenEye_posterior_alpha_sd_linear,PVT_central_alpha_mean_db,PVT_central_alpha_mean_linear,PVT_central_alpha_n_epochs_used,PVT_central_alpha_sd_linear,PVT_frontal_beta_mean_db,PVT_frontal_beta_mean_linear,PVT_frontal_beta_n_epochs_used,PVT_frontal_beta_sd_linear,PVT_frontal_theta_mean_db,PVT_frontal_theta_mean_linear,PVT_frontal_theta_n_epochs_used,PVT_frontal_theta_sd_linear,PVT_frontocentral_theta_mean_db,PVT_frontocentral_theta_mean_linear,PVT_frontocentral_theta_n_epochs_used,PVT_frontocentral_theta_sd_linear,PVT_global_theta_alpha_ratio_cv_linear,PVT_global_theta_alpha_ratio_mean_linear,PVT_global_theta_alpha_ratio_n_epochs_used,PVT_global_theta_alpha_ratio_sd_linear,PVT_global_theta_mean_db,PVT_global_theta_mean_linear,PVT_global_theta_n_epochs_used,PVT_global_theta_sd_linear,PVT_n_epochs_total,PVT_posterior_alpha_mean_db,PVT_posterior_alpha_mean_linear,PVT_posterior_alpha_n_epochs_used,PVT_posterior_alpha_sd_linear
sub-023,SD,-116.80210156847048,2.0880633120243148e-12,349.0,2.6269195997186653e-12,-121.10103201324706,7.758406344667714e-13,349.0,6.306437953195081e-13,-113.99081348481303,3.989279628283879e-12,349.0,3.970712888008507e-12,-113.17590321000274,4.8127094373344585e-12,349.0,7.897977241933603e-12,0.7171581686350998,2.1376051151367554,349.0,1.5330009696364977,-115.62518077724242,2.7380836039498295e-12,349.0,2.2882489296376603e-12,349.0,-114.45454534090831,3.585242777687147e-12,349.0,8.789245268307407e-12,-115.29945017552618,2.9513608340066637e-12,316.0,3.7448046059766346e-12,-120.04012991767345,9.905802603405187e-13,316.0,7.558152372096529e-13,-116.0280923971396,2.4954686532741433e-12,316.0,1.9519748346380126e-12,-117.68951755178637,1.702125563348142e-12,316.0,1.9776979713263063e-12,0.9174525055467504,0.8982926452023376,316.0,0.824140838055103,-118.15870219904454,1.5278005639724931e-12,316.0,1.0693257152920575e-12,316.0,-111.74512749561664,6.690719727323151e-12,316.0,1.0603889203651006e-11,-116.84591733564241,2.067100622332898e-12,27.0,2.346310519765027e-12,-119.91893985527926,1.018618019437151e-12,27.0,3.7258024226207485e-13,-116.94719274436424,2.0194494017425774e-12,27.0,8.646515442014209e-13,-118.4936405772919,1.414385409680715e-12,27.0,9.145891248946697e-13,0.5603963072973914,1.0678649521190577,27.0,0.5984275758598258,-117.92897505757179,1.610803750563971e-12,27.0,5.123397605619851e-13,27.0,-114.83666481217472,3.2832514796986817e-12,27.0,8.392466877744042e-12
sub-024,RW,-122.98137500752298,5.031191775066493e-13,531.0,4.933052598011112e-13,-128.98067680799696,1.262318819254256e-13,531.0,1.074801422997734e-13,-117.91507070309272,1.615969869701353e-12,531.0,1.673861105591003e-12,-117.34997788089201,1.8405593321474124e-12,531.0,2.1258143280440916e-12,0.7306014253650265,3.6106613603839985,531.0,2.637954336406975,-117.33924538025953,1.845113987909946e-12,531.0,1.6907251810782674e-12,531.0,-119.95507758898903,1.0101754044812023e-12,531.0,1.3135769886471975e-12,-126.88048295273562,2.0487136480668211e-13,377.0,1.089469324799775e-13,-125.66486653109263,2.711176593892093e-13,377.0,1.4371744258444464e-13,-119.93735763282334,1.0143064204338763e-12,377.0,1.5938036820174954e-12,-120.14118849794264,9.677908672838068e-13,377.0,1.6456801682791432e-12,0.654571780404072,2.3507385912409324,377.0,1.5387271449331372,-119.47254692763443,1.1289114935097595e-12,377.0,9.116146031400903e-13,377.0,-121.7099726451503,6.743102317472396e-13,377.0,3.689391399617115e-13,-126.84295273808645,2.0665139063422935e-13,41.0,1.2513069466910135e-13,-122.15839743610447,6.081374023138959e-13,41.0,3.1740211053801715e-13,-118.92822372887511,1.2796826355014324e-12,41.0,1.0806085616972238e-12,-119.51882315365964,1.1169438905411969e-12,41.0,9.056357492213698e-13,0.4754351919591529,2.515282110159169,41.0,1.1958536328749476,-119.1533213446967,1.2150342116182333e-12,41.0,5.67358634796013e-13,41.0,-120.76771067837923,8.37748845559941e-13,41.0,4.523974593543894e-13
sub-024,SD,-121.03538179322285,7.876611200958899e-13,320.0,7.973454556229105e-13,-128.81569751420858,1.3112800725133705e-13,320.0,8.760533171922408e-14,-114.7598935510936,3.3418102704260483e-12,320.0,6.0324469763353834e-12,-114.60549753912275,3.462760050461415e-12,320.0,4.866777578895998e-12,0.5905471309519721,4.242478260996567,320.0,2.5053833651576345,-114.87431666748337,3.2549079224108584e-12,320.0,3.0337808546622566e-12,320.0,-119.78593910253183,1.0503022241660902e-12,320.0,7.77374747669755e-13,-120.08848823207785,9.796089580987815e-13,53.0,1.0872755834573259e-12,-128.69451099495484,1.3484484552839412e-13,53.0,7.936930066265377e-14,-116.93182967780089,2.026606594375902e-12,53.0,1.8162469212866498e-12,-116.31273303660285,2.33714381526177e-12,53.0,2.33759812027789e-12,0.47501188735946476,3.1171775247475226,53.0,1.4806963792648253,-115.44771180877214,2.8522987503650673e-12,53.0,2.0468762718263917e-12,53.0,-118.58604917238992,1.3846035535326665e-12,53.0,9.855824463897604e-13,-130.06666997635242,9.825454555869693e-14,1.0,,-135.77081013391637,2.6258016723721073e-14,1.0,,-122.21283767729865,6.005590146540717e-13,1.0,,-124.29281685311297,3.719282050642908e-13,1.0,,,3.9262534346447833,1.0,,-120.424971797066,9.065598085699685e-13,1.0,,1.0,-123.38529190200425,4.584167737029159e-13,1.0,
sub-025,RW,-119.26996181897734,1.18282991188214e-12,329.0,1.1655126345641575e-12,-123.29687804279062,4.67849452343782e-13,329.0,2.859145036333715e-13,-119.42420070816928,1.1415513769349163e-12,329.0,6.044830449854458e-13,-118.96697117001473,1.268314207611604e-12,329.0,8.170333418247548e-13,0.6144804696070018,1.6552596509211726,329.0,1.017124727619564,-119.31397113316906,1.1709019703899325e-12,329.0,6.012256503675209e-13,329.0,-117.72997409403054,1.6863410412205254e-12,329.0,3.1215162015788758e-12,-119.84453580619171,1.036223333929085e-12,602.0,9.822151003708492e-13,-120.41380391690393,9.088945982645394e-13,602.0,9.273781543136907e-13,-120.04795124183406,9.887975040590772e-13,602.0,4.761415123671586e-13,-119.62329882501395,1.0903895676136309e-12,602.0,5.362940058948592e-13,0.6494297696107153,1.1986494639924612,602.0,0.7784386452446316,-120.19320228358433,9.562664968715374e-13,602.0,5.018986360648111e-13,602.0,-117.43089661590548,1.8065790225986947e-12,602.0,3.5949806790389574e-12,-121.72407604949841,6.721232890574977e-13,30.0,3.937178146563291e-13,-123.72365974984587,4.240398480232555e-13,30.0,1.876370589099847e-13,-120.10003851682066,9.77006509442728e-13,30.0,5.393767544360903e-13,-120.0898700059648,9.792972595647911e-13,30.0,3.750430176536944e-13,0.40399515995775886,1.6831759933212571,30.0,0.679994954658881,-119.51188807814682,1.1187292734273673e-12,30.0,6.776854344117575e-13,30.0,-120.92551011347054,8.078479646724519e-13,30.0,3.6124531331131133e-13
sub-025,SD,-117.48432389921248,1.7844877622907644e-12,317.0,2.6318744158440823e-12,-123.07649478133534,4.922147796523932e-13,317.0,4.0823887870463106e-13,-116.35774214652719,2.3130450773893707e-12,317.0,1.7870302887385235e-12,-115.268786207842,2.972274642177934e-12,317.0,3.675130742530512e-12,0.4551175817271706,2.2540664176728344,317.0,1.025865257063687,-115.13147076839292,3.0677607741689047e-12,317.0,2.928179951663178e-12,317.0,-116.70216643694572,2.1366738086936644e-12,317.0,2.2645051400304392e-12,-118.60651292645161,1.378093668883361e-12,156.0,1.4308058999983999e-12,-122.36969303669764,5.79247607818285e-13,156.0,5.021429325004109e-13,-116.24190877099606,2.3755738246624715e-12,156.0,2.217727969260187e-12,-115.56853758040069,2.7740320900147818e-12,156.0,3.038869018440387e-12,0.435938017454011,2.2153650120285096,156.0,0.9657618312806899,-115.9139012499669,2.561959360533281e-12,156.0,1.8168167921008782e-12,156.0,-117.01885392057355,1.9863970615198354e-12,156.0,2.079441568021362e-12,-120.18283426251372,9.58552673789545e-13,30.0,8.319933698879058e-13,-121.02913653149534,7.887949305407371e-13,30.0,4.820047024829514e-13,-118.01865280387005,1.5778786813425228e-12,30.0,1.1354915956347223e-12,-118.13811925494612,1.5350596595898568e-12,30.0,9.455444392719852e-13,0.43839967750956865,1.707101419297429,30.0,0.7483927116961199,-117.88455517444197,1.6273659679906325e-12,30.0,7.106091960733242e-13,30.0,-117.88073644165785,1.6287977285394489e-12,30.0,1.3951907792010327e-12
sub-026,RW,-117.1169096973266,1.942045397695594e-12,234.0,1.1013214097884842e-12,-130.2131613847801,9.498823959647548e-14,234.0,2.789307001522394e-14,-120.32525027437549,9.27621974367869e-13,234.0,6.171606563250507e-13,-121.82774766783142,6.562635991240211e-13,234.0,3.8570141547023677e-13,1.106396277223684,0.35844782382302415,234.0,0.39658533785672506,-121.69703481308537,6.763226904914559e-13,234.0,3.1641644330606775e-13,234.0,-112.23998646310127,5.970149430769468e-12,234.0,3.590106234250038e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.51748790215717,4.446664861725063e-13,44.0,2.710654701540942e-13,-130.8815695974339,8.140668550141148e-14,44.0,2.9162687696876576e-14,-119.79120523133331,1.049029160932754e-12,44.0,6.164196252166665e-13,-121.69993805612177,6.758705738983367e-13,44.0,4.0466707026267076e-13,0.5606200804826017,1.999203313675556,44.0,1.1207935226138743,-120.6064145700037,8.694560735660498e-13,44.0,3.1955639136175064e-13,44.0,-121.60865383433553,6.902317433370026e-13,44.0,3.055044584841291e-13
sub-026,SD,-122.79987187828213,5.246008982788634e-13,123.0,4.950266966406197e-13,-130.0886901012096,9.775650131246471e-14,123.0,6.332559320340256e-14,-117.97806785604823,1.5926952019002519e-12,123.0,1.030817764741916e-12,-118.14679938230071,1.5319941976646985e-12,123.0,1.3207335866192797e-12,0.5946553037541309,2.9390245552363954,123.0,1.747706539634948,-117.71529733573661,1.6920503359877533e-12,123.0,9.51321398006449e-13,123.0,-117.7975124466856,1.6603157138375598e-12,123.0,3.057710419121204e-12,-123.36712486006331,4.603393314175108e-13,143.0,3.6704450603456004e-13,-127.04662566482354,1.9717353976626975e-13,143.0,1.3785184060033394e-13,-116.70421420865625,2.1356664637763856e-12,143.0,2.4661043722535724e-12,-116.97599259975132,2.0061004388965207e-12,143.0,1.8278482953328955e-12,0.5405895289423331,3.223084995537805,143.0,1.742365999478884,-117.45315267271506,1.7973434905291008e-12,143.0,1.5161796059515537e-12,143.0,-119.29119755505724,1.1770592520826138e-12,143.0,2.1113753739913667e-12,-122.39000340720057,5.765439662929154e-13,5.0,5.515140541447362e-13,-129.44595920517696,1.1338469062156397e-13,5.0,5.81009848716541e-14,-115.33100242517988,2.9299947789391953e-12,5.0,1.6602410053722709e-12,-116.02211831703539,2.4989040447113635e-12,5.0,1.5624886973592071e-12,0.5191353950958558,4.256786626198928,5.0,2.2098486070305356,-115.73556195986089,2.669363266407517e-12,5.0,1.1726333469160806e-12,5.0,-120.78467221542448,8.344825007772732e-13,5.0,6.159618390209425e-13
sub-027,RW,-121.4793647350642,7.110955095259474e-13,61.0,5.939716833309842e-13,-127.07337654796783,1.9596139528410333e-13,61.0,1.1021012603015868e-13,-120.67463445310207,8.559017242631821e-13,61.0,7.41107133757341e-13,-123.03303725467332,4.971670677775094e-13,61.0,4.11175175989502e-13,1.208599580034593,1.2790934655330468,61.0,1.545911825268233,-122.18319571701974,6.04673559336266e-13,61.0,2.9498065951241826e-13,61.0,-116.51449471576059,2.2310397461508023e-12,61.0,2.5567163641450364e-12,-123.3042588994389,4.670546380580912e-13,487.0,4.455502459956161e-13,-125.56700834828094,2.7730107273594623e-13,487.0,2.1283999540874017e-13,-121.43494753198905,7.184077956382191e-13,487.0,4.1269944030269736e-13,-123.17857037227583,4.807756144954114e-13,487.0,2.8729347517045587e-13,0.6623188212974149,1.3161284351420237,487.0,0.8716966338392765,-121.85590009877768,6.520218013228223e-13,487.0,3.415662740355252e-13,487.0,-120.11961188064211,9.726121153211672e-13,487.0,1.3445134792600679e-12,-124.85439923604092,3.267872346258581e-13,8.0,2.2803421214520545e-13,-123.33801359429728,4.634368981269186e-13,8.0,5.520760144632987e-13,-120.54403523321264,8.820377260334334e-13,8.0,4.0473965570136645e-13,-122.14120800586196,6.10550068191242e-13,8.0,4.791261232796537e-13,0.3835263275709914,1.6203585447619755,8.0,0.6214501620208365,-121.1811064783119,7.616628306745521e-13,8.0,3.2250675148739676e-13,8.0,-121.78640593005647,6.625427132486329e-13,8.0,4.3117060781114414e-13
sub-027,SD,-124.15587604364278,3.8384973314344335e-13,140.0,2.615361760603521e-13,-128.13390149170414,1.5345530109604682e-13,140.0,1.0945365385043899e-13,-117.22028249924081,1.8963605039688583e-12,140.0,2.0139140014656866e-12,-118.08991149885509,1.5521966004379451e-12,140.0,2.404877821755226e-12,0.6945898937283904,2.2619157684282367,140.0,1.5711038332151395,-119.19797858683579,1.202602111336711e-12,140.0,1.0271937560582475e-12,140.0,-119.37255738473995,1.1552096102019532e-12,140.0,1.3536866876415904e-12,-125.66647983886153,2.7101688142109457e-13,18.0,1.4318993361932422e-13,-129.32460524352945,1.166039469181917e-13,18.0,3.373313233543089e-14,-119.61771507027542,1.0917926764441385e-12,18.0,4.138271217623452e-13,-119.84836148795986,1.0353107355789382e-12,18.0,4.94804439102438e-13,0.38323989056506885,2.3264490609096713,18.0,0.8915880835082296,-117.65975554374242,1.7138317410764327e-12,18.0,4.794156019532416e-13,18.0,-122.55318567465025,5.552745904600665e-13,18.0,3.52835763690107e-13,-125.40175613103403,2.8806450939864524e-13,4.0,2.219939586691168e-13,-128.36193640104196,1.4559435135883747e-13,4.0,4.5187247008286616e-14,-119.51414315499835,1.1181484080662573e-12,4.0,3.884459585975049e-13,-120.42902189388634,9.057145658763934e-13,4.0,3.9305312135202845e-13,0.6200135740127056,2.2344916131362216,4.0,1.3854151311620049,-121.35334471330205,7.320383219471779e-13,4.0,2.3797612252081086e-13,4.0,-118.43799068110506,1.4326286280026559e-12,4.0,2.092601247576311e-12
sub-028,RW,-114.50740521463555,3.5418670310961535e-12,140.0,1.9939844201968882e-12,-126.21421645961048,2.3887728258395443e-13,140.0,7.897333933503438e-14,-119.77656943130812,1.0525711207344041e-12,140.0,5.895347902963602e-13,-121.03992764921452,7.868368568974354e-13,140.0,4.650767240647273e-13,0.43811731240392415,0.17627685175075727,140.0,0.07722994052806685,-119.12166893952596,1.2239236403411283e-12,140.0,6.236283119750197e-13,140.0,-106.8856528978357,2.0484718614133227e-11,140.0,1.0642172985266361e-11,-125.49374121611646,2.8202270927795223e-13,36.0,2.337617521016925e-13,-126.37937535713299,2.2995524100122853e-13,36.0,6.491305935529583e-14,-122.86367899293886,5.169464982091186e-13,36.0,2.532666240312963e-13,-124.82212610982887,3.2922634502084867e-13,36.0,1.1083176097196346e-13,0.3132971837643439,1.3709486234722192,36.0,0.4295143428194502,-121.42447574760276,7.201426591841823e-13,36.0,2.5421630242376075e-13,36.0,-118.64683472275487,1.3653560063865697e-12,36.0,6.311384637561948e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-028,SD,-121.36448502272926,7.30162370582963e-13,96.0,7.771770508516081e-13,-126.77402690449348,2.0996082133702619e-13,96.0,1.7598969988015874e-13,-116.72826189076844,2.123872340554452e-12,96.0,1.877086633801511e-12,-116.49865166994593,2.2391942452356625e-12,96.0,2.0310702237912753e-12,0.6283320935357102,3.2657893446983546,96.0,2.0520002560009325,-116.52965671271676,2.2232635941182584e-12,96.0,2.09474233695749e-12,96.0,-115.63749497445784,2.730330276051058e-12,96.0,4.881137312234498e-12,-123.17914762484419,4.807116858263274e-13,50.0,8.860506205488927e-13,-122.51245562012971,5.605087891809955e-13,50.0,1.31386985014425e-12,-116.4819642016554,2.2478156019711632e-12,50.0,3.307417330147377e-12,-117.02661306456477,1.982850918814971e-12,50.0,2.2930870468665007e-12,0.5535284345262852,3.874549392889338,50.0,2.144673259940804,-117.3867412451834,1.8250427424324328e-12,50.0,1.3825554296479233e-12,50.0,-117.01297176527132,1.989089593834872e-12,50.0,7.460200317316055e-12,-125.49617716604061,2.818644430937878e-13,2.0,6.805340231576352e-14,-114.46135968366507,3.5796213781119327e-12,2.0,1.2485142976454375e-13,-117.74986652066643,1.6786335719363429e-12,2.0,1.645394461535074e-12,-121.96508291949203,6.358286160528938e-13,2.0,2.4062208503005114e-13,0.1968883752062519,1.2789901958717587,2.0,0.25181830156991647,-120.16905746524877,9.615989519149004e-13,2.0,7.157232548759069e-13,2.0,-121.16708509695896,7.641265832992209e-13,2.0,1.0056012749068076e-13
sub-029,RW,-120.88087872413612,8.161951213270966e-13,390.0,9.23401300442441e-13,-127.00250191453557,1.9918927550428315e-13,390.0,9.024514692911102e-14,-124.01558061927851,3.964594474293981e-13,390.0,1.8070408614092008e-13,-125.17365695986547,3.0361050919225104e-13,390.0,1.324902015716123e-13,0.6611624049052983,0.46835519618460625,390.0,0.3096588478593072,-123.45148694996843,4.5147921851062145e-13,390.0,2.0182627045067125e-13,390.0,-114.0514667770399,3.933949766643369e-12,390.0,2.7712874718008303e-12,-124.2651063208622,3.7431033328571556e-13,345.0,3.5654487419098066e-13,-125.70837133883595,2.684131227782413e-13,345.0,9.941092414777738e-14,-123.05778954166085,4.943402991126519e-13,345.0,2.513532973839819e-13,-124.43356234647084,3.600609512374197e-13,345.0,1.7004867550497166e-13,0.596162209201142,0.8052410722695778,345.0,0.4800542965837281,-121.88866219761117,6.471199479098513e-13,345.0,4.0821895763263765e-13,345.0,-115.45980034345948,2.8443698331710656e-12,345.0,1.820032940970905e-12,-125.14628387233049,3.0553157902504633e-13,46.0,2.6894025879323627e-13,-125.89332512847204,2.5721289336077106e-13,46.0,1.0448128716887165e-13,-120.9188841175061,8.090817715486661e-13,46.0,4.652993861055794e-13,-122.99986316837882,5.009809799994132e-13,46.0,2.3911084445554847e-13,0.4193856010146232,1.2438601064427892,46.0,0.5216570183186224,-120.15438517549781,9.648538819523538e-13,46.0,4.513428537967759e-13,46.0,-115.93396045456502,2.5501524384405146e-12,46.0,1.8082897278159989e-12
sub-029,SD,-125.48569794170672,2.825459200520449e-13,33.0,1.3448420126177095e-13,-128.0525818035191,1.5635994951866987e-13,33.0,6.122555400709721e-14,-121.85388055852965,6.523251758919487e-13,33.0,2.6765671791282765e-13,-122.51295688530584,5.60444073042159e-13,33.0,2.5216466287072214e-13,0.6571090008732763,1.8565930898464873,33.0,1.2199840302972542,-121.50149451479106,7.074801600279386e-13,33.0,2.4739731997462116e-13,33.0,-120.16294984704851,9.629525422335095e-13,33.0,7.917487090891921e-13,-125.0529576294902,3.121730725266217e-13,38.0,3.460999109111797e-13,-127.79398158778437,1.659667895650911e-13,38.0,5.949131302170256e-14,-121.73957825164216,6.697276212339671e-13,38.0,4.5391526963067103e-13,-123.25012905200111,4.729151547237205e-13,38.0,2.443289535703399e-13,0.5374327474465378,1.7062401185542633,38.0,0.9169893147181243,-122.04398908824963,6.243766772452669e-13,38.0,4.658475747110588e-13,38.0,-119.65735119261367,1.081871685732903e-12,38.0,1.2654909891241643e-12,-123.96024616983375,4.0154599230189074e-13,1.0,,-125.93679898363446,2.546487668406638e-13,1.0,,-124.03419282529163,3.947630593976471e-13,1.0,,-121.62411882879654,6.877774466915078e-13,1.0,,,2.401117631921865,1.0,,-121.23034544844755,7.530735977687989e-13,1.0,,1.0,-124.02870558302865,3.9526243225355473e-13,1.0,
sub-030,RW,-124.20828900114371,3.7924240931084845e-13,407.0,2.6467095604876647e-13,-129.2708946960236,1.1805774147639176e-13,407.0,5.089617062789054e-14,-121.72918707780688,6.713324996492459e-13,407.0,3.566794466144767e-13,-122.77345347963775,5.278031581985845e-13,407.0,2.1101490360540814e-13,0.6684124041227352,1.253199793822518,407.0,0.8376542870350254,-121.87128643455976,6.497150977136106e-13,407.0,2.2033646358253673e-13,407.0,-118.54731045464037,1.397011342221618e-12,407.0,1.2080043557689698e-12,-124.62119152415136,3.448270145752262e-13,298.0,2.644778510209569e-13,-116.88968742392149,2.046369886797952e-12,298.0,1.2442920645107227e-12,-120.60339932027978,8.700600893523094e-13,298.0,5.434529581253655e-13,-121.48337453113297,7.104390604723579e-13,298.0,3.2627247344055134e-13,0.4162627093384367,1.2643015418190657,298.0,0.5262815852183672,-121.53327328841615,7.023205675519456e-13,298.0,2.518104685890427e-13,298.0,-121.99458474721945,6.315225363601589e-13,298.0,3.765466407564539e-13,-126.11498964764102,2.4440306611697006e-13,31.0,1.4218377281818289e-13,-123.40238301194809,4.566154055053921e-13,31.0,4.3440960331569455e-13,-120.08165608205223,9.811516028013312e-13,31.0,5.246907674773637e-13,-120.98089036384934,7.976090594667772e-13,31.0,4.190217047665302e-13,0.7077923119686171,2.3434714103205034,31.0,1.6586910475431051,-120.33946893689239,9.245892100037177e-13,31.0,4.1111867946966894e-13,31.0,-122.83931572260086,5.198558893135033e-13,31.0,2.80695840227819e-13
sub-030,SD,-124.42476379961526,3.6079160295042323e-13,255.0,2.5380562410291263e-13,-128.3058879325202,1.4748840047250632e-13,255.0,7.847815185552052e-14,-119.69591658031185,1.0723052220164514e-12,255.0,6.8562365658742e-13,-120.55952060165384,8.788975089642929e-13,255.0,5.601974258473002e-13,0.4846763180564026,2.4788248206728665,255.0,1.2014276871905476,-119.64032664769704,1.0861218683072474e-12,255.0,4.5392822125571884e-13,255.0,-120.97538079505334,7.986218503193618e-13,255.0,6.445275340462737e-13,-124.07847958823807,3.9075570374946576e-13,291.0,3.370848316375543e-13,-125.64686433663994,2.7224473980806975e-13,291.0,2.4256295209226633e-13,-120.54081131701558,8.826929007286277e-13,291.0,6.762311548644046e-13,-121.78019735443442,6.63490864312681e-13,291.0,3.607290850235193e-13,0.6627242823063556,1.797091737414822,291.0,1.1909763319169198,-121.19356996178831,7.594794902390755e-13,291.0,3.0453310726593783e-13,291.0,-120.50438647116971,8.901291646447718e-13,291.0,7.654660356828449e-13,-124.98342650831674,3.172148114459914e-13,27.0,1.8835603891656798e-13,-125.27827078247299,2.963791676692212e-13,27.0,1.5460111718180642e-13,-118.8481566320931,1.3034979818854321e-12,27.0,1.6016922938390674e-12,-120.47664634194058,8.958343960773127e-13,27.0,7.816920333706477e-13,0.7924602599484174,2.2971979558578237,27.0,1.8204380892520642,-120.19436184876325,9.560111487609894e-13,27.0,5.153643318531963e-13,27.0,-120.82759973040115,8.262725678742862e-13,27.0,8.790810817691374e-13
