feature,r
terms_abstract_tfidf__limbic,-0.040421445
terms_abstract_tfidf__categorization,-0.040470596
terms_abstract_tfidf__resting,-0.04050317
terms_abstract_tfidf__therapy,-0.04050743
terms_abstract_tfidf__modulated,-0.04055221
terms_abstract_tfidf__14,-0.04055261
LDA400_abstract_weight__297_attention_attentional_attended,-0.040673472
terms_abstract_tfidf__disorder ptsd,-0.04068941
LDA400_abstract_weight__48_faces_amygdala_emotional,-0.04074083
terms_abstract_tfidf__remember,-0.040777747
LDA400_abstract_weight__289_model_vestibular_dcm,-0.04083736
terms_abstract_tfidf__grey matter,-0.04085388
terms_abstract_tfidf__women,-0.040899895
terms_abstract_tfidf__frontopolar,-0.040927734
terms_abstract_tfidf__leading,-0.040941738
terms_abstract_tfidf__objective,-0.0409432
terms_abstract_tfidf__understood,-0.040999103
terms_abstract_tfidf__located,-0.04112486
LDA400_abstract_weight__235_pairs_associative_associations,-0.041130245
terms_abstract_tfidf__design,-0.041202113
terms_abstract_tfidf__event design,-0.041221216
terms_abstract_tfidf__discriminative,-0.041396186
terms_abstract_tfidf__introduced,-0.04150535
terms_abstract_tfidf__depressive disorder,-0.041531406
terms_abstract_tfidf__sectional,-0.041560255
terms_abstract_tfidf__cross sectional,-0.041560255
LDA100_abstract_weight__44_target_detection_targets,-0.041565776
terms_abstract_tfidf__congruency,-0.04168261
terms_abstract_tfidf__resting state,-0.041691054
terms_abstract_tfidf__elicits,-0.04169788
terms_abstract_tfidf__relational,-0.04179466
terms_abstract_tfidf__decision making,-0.04191112
terms_abstract_tfidf__affects,-0.041951418
terms_abstract_tfidf__understand,-0.04198844
LDA400_abstract_weight__269_mi_withdrawal_sfc,-0.042025473
terms_abstract_tfidf__state functional,-0.042190734
LDA50_abstract_weight__13_fear_threat_smokers,-0.042224675
terms_abstract_tfidf__deactivation,-0.042237256
LDA400_abstract_weight__213_sexual_love_romantic,-0.042294666
terms_abstract_tfidf__gray matter,-0.042405095
terms_abstract_tfidf__potentially,-0.042558804
terms_abstract_tfidf__examination,-0.042760532
LDA200_abstract_weight__180_amygdala_threat_fear,-0.042783912
terms_abstract_tfidf__unmedicated,-0.042802185
terms_abstract_tfidf__delay,-0.042814817
terms_abstract_tfidf__motivation,-0.042900626
terms_abstract_tfidf__formation,-0.04290203
terms_abstract_tfidf__causes,-0.04292354
terms_abstract_tfidf__single,-0.042928927
terms_abstract_tfidf__midline,-0.042955454
terms_abstract_tfidf__gyrus cerebellum,-0.043115735
terms_abstract_tfidf__37,-0.043150373
terms_abstract_tfidf__associations,-0.043224864
terms_abstract_tfidf__away,-0.043316677
terms_abstract_tfidf__controls,-0.043333646
terms_abstract_tfidf__movements,-0.043402422
LDA200_abstract_weight__192_stimulus_trials_trial,-0.043402523
terms_abstract_tfidf__functional coupling,-0.043415785
terms_abstract_tfidf__anger,-0.04350145
terms_abstract_tfidf__reactions,-0.043551706
terms_abstract_tfidf__connectivity rsfc,-0.04360125
LDA400_abstract_weight__102_hippocampal_hippocampus_memory,-0.043607276
LDA100_abstract_weight__79_spatial_cues_cue,-0.043693334
LDA400_abstract_weight__228_independent_model_approach,-0.04387898
terms_abstract_tfidf__callosum,-0.043882478
terms_abstract_tfidf__corpus callosum,-0.043882478
terms_abstract_tfidf__items,-0.04389068
terms_abstract_tfidf__ratio,-0.043924123
terms_abstract_tfidf__corrected,-0.04393025
terms_abstract_tfidf__rsfc,-0.043981902
terms_abstract_tfidf__resources,-0.044066798
terms_abstract_tfidf__youth,-0.044081356
terms_abstract_tfidf__separated,-0.044088356
terms_abstract_tfidf__scores,-0.044132475
terms_abstract_tfidf__old,-0.044145692
terms_abstract_tfidf__advance,-0.04415565
terms_abstract_tfidf__lobes,-0.044164497
terms_abstract_tfidf__collected,-0.04417104
LDA200_abstract_weight__62_matter_volume_grey,-0.044204794
terms_abstract_tfidf__improves,-0.044247106
terms_abstract_tfidf__strongest,-0.04441144
terms_abstract_tfidf__generalized,-0.04443733
terms_abstract_tfidf__connectivity analyses,-0.044457242
terms_abstract_tfidf__hoc,-0.044465642
terms_abstract_tfidf__recognize,-0.04447462
terms_abstract_tfidf__especially,-0.044504937
terms_abstract_tfidf__evolution,-0.044606764
terms_abstract_tfidf__extend,-0.04461936
terms_abstract_tfidf__needed,-0.044624288
terms_abstract_tfidf__fear,-0.04464227
terms_abstract_tfidf__prolonged,-0.044781115
terms_abstract_tfidf__rs,-0.044832382
terms_abstract_tfidf__initial,-0.045017708
terms_abstract_tfidf__healthy controls,-0.045069735
terms_abstract_tfidf__impacts,-0.045104574
terms_abstract_tfidf__clusters,-0.045180287
LDA400_abstract_weight__161_smokers_smoking_nicotine,-0.045260258
LDA200_abstract_weight__193_mirror_video_imitation,-0.045295987
terms_abstract_tfidf__memory processes,-0.04530421
terms_abstract_tfidf__shown,-0.04531932
terms_abstract_tfidf__eye movement,-0.04533214
terms_abstract_tfidf__contextual,-0.045455437
terms_abstract_tfidf__cortex ventral,-0.045500327
terms_abstract_tfidf__post hoc,-0.04550457
terms_abstract_tfidf__assess,-0.04554354
terms_abstract_tfidf__resulted,-0.04559094
terms_abstract_tfidf__validity,-0.04586919
terms_abstract_tfidf__density,-0.045945834
LDA200_abstract_weight__25_state_resting_fc,-0.045969278
LDA100_abstract_weight__4_term_long_repetition,-0.04599488
terms_abstract_tfidf__oriented,-0.045996774
LDA50_abstract_weight__22_method_group_approach,-0.046011593
terms_abstract_tfidf__mediated,-0.046115946
terms_abstract_tfidf__difference,-0.046193626
terms_abstract_tfidf__suggest,-0.046258595
terms_abstract_tfidf__precuneus,-0.04627725
terms_abstract_tfidf__consciousness,-0.046330135
terms_abstract_tfidf__critical role,-0.04634891
terms_abstract_tfidf__report,-0.046407375
terms_abstract_tfidf__categorical,-0.046465926
terms_abstract_tfidf__conjunction,-0.046549007
terms_abstract_tfidf__changed,-0.04666562
terms_abstract_tfidf__reports,-0.046799194
terms_abstract_tfidf__tesla,-0.046887454
terms_abstract_tfidf__unknown,-0.046955653
terms_abstract_tfidf__corpus,-0.0469935
LDA400_abstract_weight__383_abstract_concrete_concepts,-0.047031738
terms_abstract_tfidf__disorder mdd,-0.047053326
terms_abstract_tfidf__crucially,-0.047225937
terms_abstract_tfidf__values,-0.047283597
terms_abstract_tfidf__interval,-0.047333647
terms_abstract_tfidf__users,-0.047371548
terms_abstract_tfidf__letter,-0.047419555
terms_abstract_tfidf__benefit,-0.04751008
LDA400_abstract_weight__266_ofc_orbitofrontal_cortex,-0.04764753
terms_abstract_tfidf__light,-0.04765074
terms_abstract_tfidf__altered,-0.04768196
LDA200_abstract_weight__29_matter_gray_volume,-0.047704875
terms_abstract_tfidf__useful,-0.047786266
terms_abstract_tfidf__volume,-0.047791515
terms_abstract_tfidf__maintained,-0.047808487
LDA50_abstract_weight__21_matter_volume_structural,-0.04789824
terms_abstract_tfidf__electrophysiological,-0.04791536
terms_abstract_tfidf__metabolism,-0.04797745
terms_abstract_tfidf__match,-0.048038512
terms_abstract_tfidf__respect,-0.04804811
terms_abstract_tfidf__naming,-0.048063997
terms_abstract_tfidf__software,-0.048198983
terms_abstract_tfidf__broader,-0.048213195
LDA200_abstract_weight__153_phase_women_menstrual,-0.04838332
terms_abstract_tfidf__severe,-0.04846849
terms_abstract_tfidf__capture,-0.04865241
terms_abstract_tfidf__did differ,-0.04866518
terms_abstract_tfidf__source,-0.04866656
terms_abstract_tfidf__achieved,-0.04868929
terms_abstract_tfidf__occur,-0.04869071
terms_abstract_tfidf__visually presented,-0.04877877
LDA100_abstract_weight__16_deaf_hearing_sign,-0.049036574
terms_abstract_tfidf__constant,-0.04915451
terms_abstract_tfidf__identity,-0.049175084
terms_abstract_tfidf__dynamics,-0.049223054
terms_abstract_tfidf__cue,-0.04923282
terms_abstract_tfidf__proportion,-0.049249437
terms_abstract_tfidf__hippocampus,-0.049253814
terms_abstract_tfidf__trial trial,-0.04926914
terms_abstract_tfidf__explained,-0.049316924
terms_abstract_tfidf__whilst,-0.049359165
terms_abstract_tfidf__grey,-0.049360204
terms_abstract_tfidf__perceiving,-0.049383532
terms_abstract_tfidf__motor imagery,-0.049409945
terms_abstract_tfidf__conditioned,-0.049425527
terms_abstract_tfidf__heightened,-0.049468447
terms_abstract_tfidf__rapid,-0.049481925
terms_abstract_tfidf__sulcus ips,-0.049539696
terms_abstract_tfidf__monkey,-0.04955342
terms_abstract_tfidf__hands,-0.0496693
terms_abstract_tfidf__lateral orbitofrontal,-0.049688444
terms_abstract_tfidf__total,-0.049714483
terms_abstract_tfidf__cognitive deficits,-0.04979135
terms_abstract_tfidf__age healthy,-0.049911786
terms_abstract_tfidf__parameter,-0.05004296
LDA400_abstract_weight__346_matter_grey_volume,-0.05010813
terms_abstract_tfidf__anterior intraparietal,-0.0502426
LDA50_abstract_weight__11_learning_training_practice,-0.050298166
LDA400_abstract_weight__318_female_male_gender,-0.050340295
terms_abstract_tfidf__episodic,-0.05034327
terms_abstract_tfidf__plasticity,-0.050455693
LDA400_abstract_weight__32_fear_conditioning_extinction,-0.050490852
terms_abstract_tfidf__multi,-0.0504936
LDA100_abstract_weight__75_stress_alcohol_users,-0.050664075
terms_abstract_tfidf__press,-0.05068096
terms_abstract_tfidf__contain,-0.050693486
terms_abstract_tfidf__depressive,-0.05075863
terms_abstract_tfidf__assigned,-0.05079794
LDA400_abstract_weight__244_game_social_trust,-0.050840944
terms_abstract_tfidf__intermediate,-0.050966017
terms_abstract_tfidf__pattern,-0.051038876
LDA200_abstract_weight__64_attention_attentional_visual,-0.051083058
terms_abstract_tfidf__appear,-0.0511267
terms_abstract_tfidf__sleep,-0.051145483
terms_abstract_tfidf__characterizing,-0.0511511
terms_abstract_tfidf__modulate,-0.051172785
terms_abstract_tfidf__kinds,-0.05122674
terms_abstract_tfidf__low level,-0.0513104
terms_abstract_tfidf__enhance,-0.051372033
terms_abstract_tfidf__salience network,-0.051379908
LDA50_abstract_weight__33_memory_retrieval_encoding,-0.051380992
terms_abstract_tfidf__elevated,-0.051495474
terms_abstract_tfidf__anatomy,-0.051530335
terms_abstract_tfidf__gray,-0.051582735
terms_abstract_tfidf__integrate,-0.051595762
terms_abstract_tfidf__status,-0.051618777
LDA400_abstract_weight__209_exclusion_ds_rejection,-0.0518289
terms_abstract_tfidf__just,-0.051923554
terms_abstract_tfidf__conversely,-0.051936857
LDA100_abstract_weight__55_representations_representation_abstract,-0.052122943
terms_abstract_tfidf__resonance rs,-0.05220837
terms_abstract_tfidf__white,-0.052216817
terms_abstract_tfidf__memory encoding,-0.052217547
terms_abstract_tfidf__explicit,-0.05223548
terms_abstract_tfidf__account,-0.052235827
terms_abstract_tfidf__selective attention,-0.05228714
terms_abstract_tfidf__structural,-0.052320674
terms_abstract_tfidf__discrete,-0.05240834
terms_abstract_tfidf__documented,-0.052524626
LDA200_abstract_weight__70_classification_accuracy_machine,-0.052535094
terms_abstract_tfidf__following,-0.052536745
LDA400_abstract_weight__280_pcc_cingulate_precuneus,-0.052642636
LDA400_abstract_weight__14_central_capacity_nervous,-0.052694272
terms_abstract_tfidf__approach,-0.05273807
terms_abstract_tfidf__according,-0.052771047
terms_abstract_tfidf__correlation,-0.05284537
terms_abstract_tfidf__indicated,-0.05294114
terms_abstract_tfidf__framework,-0.053026702
terms_abstract_tfidf__anatomical,-0.05311239
terms_abstract_tfidf__specialized,-0.05311346
terms_abstract_tfidf__enabled,-0.053114224
LDA200_abstract_weight__10_ofc_orbitofrontal_cortex,-0.053177796
terms_abstract_tfidf__necessary,-0.053185415
terms_abstract_tfidf__combinations,-0.05325205
terms_abstract_tfidf__inventory,-0.05339738
terms_abstract_tfidf__saccades,-0.05344677
terms_abstract_tfidf__transfer,-0.05360434
terms_abstract_tfidf__gyrus precuneus,-0.05365291
LDA400_abstract_weight__38_post_pre_ht,-0.05378935
terms_abstract_tfidf__repeat,-0.053804934
terms_abstract_tfidf__probably,-0.053892113
terms_abstract_tfidf__potentials,-0.05390957
LDA400_abstract_weight__300_reliability_test_retest,-0.054258436
terms_abstract_tfidf__adaptation,-0.054569814
terms_abstract_tfidf__extension,-0.054675892
terms_abstract_tfidf__course,-0.054736696
LDA100_abstract_weight__86_women_men_sex,-0.05482636
terms_abstract_tfidf__maximum,-0.05489529
terms_abstract_tfidf__34,-0.055055488
terms_abstract_tfidf__hubs,-0.055078655
LDA400_abstract_weight__45_training_trained_transfer,-0.05510095
LDA400_abstract_weight__377_rsfc_state_resting,-0.055110548
terms_abstract_tfidf__requiring,-0.055149492
terms_abstract_tfidf__demonstrates,-0.055179168
LDA400_abstract_weight__15_pattern_patterns_multivariate,-0.05521267
terms_abstract_tfidf__observers,-0.0552647
terms_abstract_tfidf__touch,-0.055415485
terms_abstract_tfidf__range,-0.05543689
terms_abstract_tfidf__increases,-0.055452347
terms_abstract_tfidf__arm,-0.05565018
terms_abstract_tfidf__analyzed,-0.05573738
LDA200_abstract_weight__51_sustained_transient_monitoring,-0.055790957
terms_abstract_tfidf__disgust,-0.05581801
terms_abstract_tfidf__composed,-0.05586065
LDA400_abstract_weight__89_range_wide_characteristic,-0.055876292
terms_abstract_tfidf__human,-0.0559232
terms_abstract_tfidf__time course,-0.05592416
terms_abstract_tfidf__case,-0.05592899
terms_abstract_tfidf__central role,-0.05605442
terms_abstract_tfidf__pathways,-0.056088146
terms_abstract_tfidf__induces,-0.05618287
terms_abstract_tfidf__ones,-0.056355026
terms_abstract_tfidf__hippocampal,-0.056365214
terms_abstract_tfidf__subsequent memory,-0.056441437
terms_abstract_tfidf__lower,-0.05649435
terms_abstract_tfidf__seen,-0.056665763
terms_abstract_tfidf__reality,-0.05672744
terms_abstract_tfidf__various,-0.05681765
LDA400_abstract_weight__282_illusion_illusory_contour,-0.05696492
LDA100_abstract_weight__70_pattern_patterns_classification,-0.057067137
terms_abstract_tfidf__30,-0.0571605
terms_abstract_tfidf__detailed,-0.05722346
terms_abstract_tfidf__random,-0.057234682
terms_abstract_tfidf__fully,-0.057347488
terms_abstract_tfidf__biological,-0.057350032
terms_abstract_tfidf__facial expression,-0.057415716
LDA200_abstract_weight__188_sleep_sd_als,-0.05742399
LDA400_abstract_weight__55_perceptual_discrimination_perception,-0.05744248
terms_abstract_tfidf__manipulation,-0.05752054
terms_abstract_tfidf__coherent,-0.057527564
terms_abstract_tfidf__2014,-0.057558652
terms_abstract_tfidf__signals,-0.057574563
terms_abstract_tfidf__interestingly,-0.05764753
terms_abstract_tfidf__explored,-0.057786375
terms_abstract_tfidf__allow,-0.057806358
LDA400_abstract_weight__165_instruction_instructed_instructions,-0.05787254
terms_abstract_tfidf__linearly,-0.057958435
terms_abstract_tfidf__orbitofrontal cortex,-0.057995815
LDA200_abstract_weight__167_human_humans_animal,-0.058001272
terms_abstract_tfidf__reveal,-0.058014724
terms_abstract_tfidf__intraparietal,-0.05809485
terms_abstract_tfidf__encoding retrieval,-0.058096897
terms_abstract_tfidf__anxiety disorders,-0.058190145
terms_abstract_tfidf__mr,-0.05841591
terms_abstract_tfidf__shaped,-0.05854222
terms_abstract_tfidf__debated,-0.058551498
terms_abstract_tfidf__compensate,-0.058687102
LDA200_abstract_weight__26_time_delay_temporal,-0.058721486
terms_abstract_tfidf__appraisal,-0.058746316
terms_abstract_tfidf__intraparietal sulcus,-0.058758795
LDA400_abstract_weight__23_reading_letter_chinese,-0.05890947
terms_abstract_tfidf__stimuli,-0.058920268
terms_abstract_tfidf__characteristic,-0.058946654
LDA200_abstract_weight__87_ptsd_trauma_stress,-0.05898572
terms_abstract_tfidf__protocol,-0.05898757
terms_abstract_tfidf__existence,-0.059037965
terms_abstract_tfidf__displayed,-0.05924085
terms_abstract_tfidf__mdd,-0.059245683
terms_abstract_tfidf__putative,-0.05927095
terms_abstract_tfidf__specified,-0.059413485
terms_abstract_tfidf__finally,-0.05951153
terms_abstract_tfidf__employed,-0.05959955
terms_abstract_tfidf__functional connections,-0.0596202
terms_abstract_tfidf__aimed,-0.059710413
terms_abstract_tfidf__detection task,-0.05974933
LDA100_abstract_weight__83_cortex_anterior_cingulate,-0.059770618
terms_abstract_tfidf__play role,-0.05983151
terms_abstract_tfidf__life,-0.05984469
terms_abstract_tfidf__substantially,-0.05990659
terms_abstract_tfidf__stress,-0.059912562
terms_abstract_tfidf__illustrate,-0.059981078
terms_abstract_tfidf__19,-0.059996612
terms_abstract_tfidf__childhood,-0.06004721
terms_abstract_tfidf__administered,-0.060050346
terms_abstract_tfidf__upper,-0.06021832
terms_abstract_tfidf__called,-0.06025339
terms_abstract_tfidf__insight,-0.060386352
terms_abstract_tfidf__modal,-0.060432285
LDA200_abstract_weight__104_smokers_smoking_nicotine,-0.060476225
terms_abstract_tfidf__recognition,-0.060497005
terms_abstract_tfidf__attention,-0.060644113
LDA400_abstract_weight__394_identified_independent_multiple,-0.06073531
terms_abstract_tfidf__29,-0.06079986
terms_abstract_tfidf__mci,-0.060828667
LDA400_abstract_weight__157_repetition_priming_repeated,-0.060830634
terms_abstract_tfidf__later,-0.06085651
terms_abstract_tfidf__parts,-0.060955025
terms_abstract_tfidf__visual stimulus,-0.060985595
terms_abstract_tfidf__distractor,-0.061167438
LDA200_abstract_weight__147_target_search_targets,-0.061173797
terms_abstract_tfidf__background,-0.061176173
terms_abstract_tfidf__orbitofrontal,-0.0612942
terms_abstract_tfidf__tracking,-0.061401818
terms_abstract_tfidf__inputs,-0.061406408
terms_abstract_tfidf__display,-0.061441563
terms_abstract_tfidf__biased,-0.061543103
terms_abstract_tfidf__line,-0.061697092
LDA200_abstract_weight__19_illusion_physical_perceived,-0.061716042
terms_abstract_tfidf__syndrome,-0.061724953
terms_abstract_tfidf__previous reports,-0.061804056
terms_abstract_tfidf__divided,-0.06188023
terms_abstract_tfidf__unique,-0.06189225
terms_abstract_tfidf__score,-0.061894886
LDA400_abstract_weight__103_types_type_similarity,-0.061924342
terms_abstract_tfidf__block,-0.061969332
terms_abstract_tfidf__mapped,-0.062000167
terms_abstract_tfidf__threat,-0.062041223
terms_abstract_tfidf__reference,-0.06210169
terms_abstract_tfidf__orthographic,-0.062196143
terms_abstract_tfidf__medial orbitofrontal,-0.062223673
terms_abstract_tfidf__advanced,-0.06233892
LDA100_abstract_weight__26_fear_anxiety_ptsd,-0.062365953
LDA100_abstract_weight__80_pictures_images_aversive,-0.062382545
LDA400_abstract_weight__59_writing_drawing_figure,-0.06246976
terms_abstract_tfidf__emission tomography,-0.062481638
LDA200_abstract_weight__40_ventral_dorsal_stream,-0.06250908
LDA400_abstract_weight__133_video_clips_viewing,-0.06285583
terms_abstract_tfidf__familiar,-0.06291757
terms_abstract_tfidf__bodily,-0.06294449
terms_abstract_tfidf__names,-0.06298745
terms_abstract_tfidf__consider,-0.063048616
terms_abstract_tfidf__fearful faces,-0.063131265
terms_abstract_tfidf__saccade,-0.063142575
terms_abstract_tfidf__expression,-0.06315551
terms_abstract_tfidf__setting,-0.063160986
terms_abstract_tfidf__variations,-0.06320871
terms_abstract_tfidf__differentially,-0.06326304
terms_abstract_tfidf__cortex vmpfc,-0.0632646
LDA100_abstract_weight__17_human_humans_animal,-0.0632834
terms_abstract_tfidf__gradient,-0.06334295
LDA400_abstract_weight__313_matter_gray_volume,-0.063371785
terms_abstract_tfidf__watched,-0.06338468
terms_abstract_tfidf__online,-0.06341033
terms_abstract_tfidf__small,-0.06373743
terms_abstract_tfidf__fearful,-0.06376362
LDA200_abstract_weight__72_items_pairs_item,-0.063789845
terms_abstract_tfidf__fast,-0.063874096
terms_abstract_tfidf__year old,-0.063882016
terms_abstract_tfidf__video clips,-0.06404396
terms_abstract_tfidf__parahippocampus,-0.06405111
terms_abstract_tfidf__interpret,-0.064111
terms_abstract_tfidf__mass,-0.064148165
terms_abstract_tfidf__special,-0.0641642
terms_abstract_tfidf__interoceptive,-0.06418334
terms_abstract_tfidf__play important,-0.06424497
terms_abstract_tfidf__engages,-0.06425481
terms_abstract_tfidf__prime,-0.0642781
terms_abstract_tfidf__relevant information,-0.06431011
LDA400_abstract_weight__276_tactile_synchrony_synchronous,-0.06433908
LDA400_abstract_weight__134_parietal_ppc_posterior,-0.06441821
terms_abstract_tfidf__morphological,-0.064418316
LDA400_abstract_weight__156_practice_generation_retention,-0.064532064
terms_abstract_tfidf__rationale,-0.0646349
terms_abstract_tfidf__processes underlying,-0.06470383
terms_abstract_tfidf__cortex involved,-0.064737715
terms_abstract_tfidf__evaluating,-0.06477524
terms_abstract_tfidf__positron,-0.06485656
terms_abstract_tfidf__passively,-0.06486855
terms_abstract_tfidf__volumetric,-0.06488573
terms_abstract_tfidf__ptsd,-0.06493515
terms_abstract_tfidf__ips,-0.06497611
LDA400_abstract_weight__364_network_graph_local,-0.06500489
terms_abstract_tfidf__positron emission,-0.06504128
terms_abstract_tfidf__effects,-0.06508527
terms_abstract_tfidf__preliminary,-0.065103866
LDA400_abstract_weight__197_stress_cortisol_response,-0.06514617
LDA200_abstract_weight__158_pet_glucose_metabolism,-0.06524763
terms_abstract_tfidf__highlights,-0.06525449
LDA100_abstract_weight__9_imagery_mental_events,-0.06542339
terms_abstract_tfidf__explanation,-0.065424435
terms_abstract_tfidf__distractors,-0.0654823
terms_abstract_tfidf__exposed,-0.06548403
LDA400_abstract_weight__308_sleep_consolidation_deprivation,-0.065558665
terms_abstract_tfidf__perception,-0.06570627
terms_abstract_tfidf__resonance images,-0.06574366
terms_abstract_tfidf__play,-0.065795355
terms_abstract_tfidf__particularly,-0.06582295
terms_abstract_tfidf__multisensory,-0.06582956
terms_abstract_tfidf__emission,-0.06590641
terms_abstract_tfidf__matter volume,-0.066055335
terms_abstract_tfidf__original,-0.06613059
terms_abstract_tfidf__concurrent,-0.06619117
LDA200_abstract_weight__101_ms_source_sources,-0.06622662
LDA100_abstract_weight__50_perceptual_perception_interaction,-0.06637334
terms_abstract_tfidf__coordinates,-0.06638844
terms_abstract_tfidf__characters,-0.06639731
LDA100_abstract_weight__54_adhd_food_weight,-0.066427924
terms_abstract_tfidf__resolution,-0.066472866
terms_abstract_tfidf__appears,-0.06661714
LDA400_abstract_weight__111_pictures_neutral_picture,-0.066620655
terms_abstract_tfidf__vmpfc,-0.066637956
terms_abstract_tfidf__healthy individuals,-0.06681441
terms_abstract_tfidf__latency,-0.06691748
terms_abstract_tfidf__damage,-0.06699058
terms_abstract_tfidf__successfully,-0.06699725
terms_abstract_tfidf__prior,-0.06702395
LDA400_abstract_weight__239_ptsd_trauma_stress,-0.06702845
terms_abstract_tfidf__speed,-0.06709466
terms_abstract_tfidf__sensorimotor network,-0.0671228
terms_abstract_tfidf__ppc,-0.06714834
LDA400_abstract_weight__329_items_recognition_item,-0.06720034
terms_abstract_tfidf__smoking,-0.067282446
LDA200_abstract_weight__44_reho_resting_state,-0.06751116
terms_abstract_tfidf__mechanism,-0.0677144
terms_abstract_tfidf__negatively,-0.067774616
terms_abstract_tfidf__medial temporal,-0.067950994
terms_abstract_tfidf__represents,-0.06796442
terms_abstract_tfidf__depicting,-0.067987785
LDA200_abstract_weight__111_memory_encoding_hippocampal,-0.068021595
terms_abstract_tfidf__cross,-0.06808323
terms_abstract_tfidf__specificity,-0.068216614
terms_abstract_tfidf__dimensions,-0.06832859
terms_abstract_tfidf__eating,-0.06835407
terms_abstract_tfidf__visuospatial,-0.06839776
terms_abstract_tfidf__examining,-0.068785466
LDA400_abstract_weight__150_interaction_main_session,-0.0687937
terms_abstract_tfidf__neutral pictures,-0.068807095
terms_abstract_tfidf__fractional,-0.0688252
terms_abstract_tfidf__connectivity amygdala,-0.06898478
terms_abstract_tfidf__role,-0.06905962
LDA200_abstract_weight__114_vestibular_tbi_injury,-0.06922227
terms_abstract_tfidf__salience,-0.06922643
terms_abstract_tfidf__representations,-0.069233365
LDA50_abstract_weight__40_face_faces_facial,-0.0698359
terms_abstract_tfidf__seventeen,-0.07024296
terms_abstract_tfidf__judged,-0.07032099
terms_abstract_tfidf__transient,-0.07033117
terms_abstract_tfidf__did,-0.07040395
terms_abstract_tfidf__cross modal,-0.070418246
terms_abstract_tfidf__features,-0.07053305
terms_abstract_tfidf__correlated positively,-0.07058869
terms_abstract_tfidf__sample,-0.07106112
terms_abstract_tfidf__combining,-0.07106261
terms_abstract_tfidf__posttraumatic,-0.071112424
terms_abstract_tfidf__experimental,-0.07144026
LDA200_abstract_weight__132_mtl_temporal_medial,-0.0715339
terms_abstract_tfidf__methods,-0.07175191
terms_abstract_tfidf__predicts,-0.07178518
terms_abstract_tfidf__deactivations,-0.07179606
terms_abstract_tfidf__purpose,-0.07181115
terms_abstract_tfidf__eye,-0.07223894
terms_abstract_tfidf__correlated negatively,-0.07233126
terms_abstract_tfidf__episodic memory,-0.072356634
terms_abstract_tfidf__happy faces,-0.07244354
terms_abstract_tfidf__oscillations,-0.072459966
terms_abstract_tfidf__bias,-0.072466575
terms_abstract_tfidf__cortex ppc,-0.07255727
terms_abstract_tfidf__high frequency,-0.07261527
terms_abstract_tfidf__grasping,-0.07261601
LDA400_abstract_weight__188_prior_initial_time,-0.07278084
terms_abstract_tfidf__contains,-0.07279479
LDA400_abstract_weight__0_exercise_igd_internet,-0.0728264
terms_abstract_tfidf__participant,-0.07293167
terms_abstract_tfidf__animal,-0.07294776
terms_abstract_tfidf__environment,-0.07296575
terms_abstract_tfidf__single trial,-0.07300903
terms_abstract_tfidf__food,-0.07303963
terms_abstract_tfidf__considering,-0.07311964
terms_abstract_tfidf__resulting,-0.07314319
terms_abstract_tfidf__ventral,-0.07322397
terms_abstract_tfidf__plays role,-0.073290944
terms_abstract_tfidf__neuropsychological,-0.073474705
LDA200_abstract_weight__107_model_models_linear,-0.073684536
LDA400_abstract_weight__376_space_distance_line,-0.073742054
terms_abstract_tfidf__fields,-0.07385205
terms_abstract_tfidf__generally,-0.07411886
terms_abstract_tfidf__cortical involved,-0.07425087
terms_abstract_tfidf__fluctuation,-0.074355535
terms_abstract_tfidf__improve,-0.074464515
terms_abstract_tfidf__spontaneous,-0.074505016
terms_abstract_tfidf__symbolic,-0.07453946
terms_abstract_tfidf__origin,-0.07472661
terms_abstract_tfidf__action observation,-0.07481408
terms_abstract_tfidf__highlighted,-0.07482464
terms_abstract_tfidf__tomography,-0.07498649
LDA400_abstract_weight__292_task_relevant_irrelevant,-0.075023144
terms_abstract_tfidf__periodicals,-0.075032085
terms_abstract_tfidf__wiley periodicals,-0.075032085
terms_abstract_tfidf__20 healthy,-0.07520495
terms_abstract_tfidf__linear,-0.07529357
terms_abstract_tfidf__fluctuations,-0.0757943
terms_abstract_tfidf__item,-0.0760652
terms_abstract_tfidf__retrosplenial cortex,-0.07628851
LDA100_abstract_weight__90_reho_resting_state,-0.07634544
terms_abstract_tfidf__correlating,-0.076423354
terms_abstract_tfidf__type,-0.076515876
terms_abstract_tfidf__primarily,-0.07652394
LDA50_abstract_weight__10_food_taste_weight,-0.0766002
LDA400_abstract_weight__273_threat_fear_anxiety,-0.07675752
terms_abstract_tfidf__easy,-0.07678322
LDA200_abstract_weight__68_high_level_higher,-0.076999426
terms_abstract_tfidf__acute,-0.07707776
terms_abstract_tfidf__lobe mtl,-0.07708361
terms_abstract_tfidf__reliance,-0.07711827
terms_abstract_tfidf__cortex bilaterally,-0.07716251
terms_abstract_tfidf__selected,-0.07721058
LDA400_abstract_weight__153_women_men_sex,-0.07722431
terms_abstract_tfidf__contribute,-0.0772969
terms_abstract_tfidf__directed,-0.07741567
terms_abstract_tfidf__video,-0.07750563
LDA400_abstract_weight__74_fg_values_dbs,-0.07768661
LDA400_abstract_weight__81_vmpfc_ventromedial_prefrontal,-0.07771016
terms_abstract_tfidf__individually,-0.07782312
terms_abstract_tfidf__avoidance,-0.07790759
terms_abstract_tfidf__decreases,-0.07833508
